[0.000000] (-) TimerEvent: {}
[33.992273] (rcl) StdoutLine: {'line': b'[ 84%] \x1b[32mBuilding CXX object test/CMakeFiles/test_arguments__rmw_cyclonedds_cpp.dir/rcl/test_arguments.cpp.o\x1b[0m\n'}
[34.001403] (-) TimerEvent: {}
[34.021516] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[34.024443] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[34.101525] (-) TimerEvent: {}
[34.201915] (-) TimerEvent: {}
[34.302299] (-) TimerEvent: {}
[34.402726] (-) TimerEvent: {}
[34.503163] (-) TimerEvent: {}
[34.603847] (-) TimerEvent: {}
[34.704286] (-) TimerEvent: {}
[34.774019] (rcl) StdoutLine: {'line': b'[ 85%] \x1b[32mBuilding CXX object test/CMakeFiles/test_info_by_topic__rmw_fastrtps_cpp.dir/rcl/wait_for_entity_helpers.cpp.o\x1b[0m\n'}
[34.804431] (-) TimerEvent: {}
[34.805373] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[34.834744] (rcl) StdoutLine: {'line': b'[ 85%] Built target test_timer__rmw_fastrtps_cpp\n'}
[34.878662] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_arguments__rmw_fastrtps_cpp\x1b[0m\n'}
[34.904549] (-) TimerEvent: {}
[34.947168] (rcl) StdoutLine: {'line': b'[ 85%] \x1b[32mBuilding CXX object test/CMakeFiles/test_arguments__rmw_fastrtps_cpp.dir/rcl/test_arguments.cpp.o\x1b[0m\n'}
[34.979436] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[35.004707] (-) TimerEvent: {}
[35.105186] (-) TimerEvent: {}
[35.158947] (rcl) StdoutLine: {'line': b'[ 85%] \x1b[32m\x1b[1mLinking CXX executable test_namespace__rmw_fastrtps_cpp\x1b[0m\n'}
[35.159337] (rcl) StdoutLine: {'line': b'[ 85%] \x1b[32m\x1b[1mLinking CXX executable test_graph__rmw_cyclonedds_cpp\x1b[0m\n'}
[35.184146] (rcl) StdoutLine: {'line': b'[ 85%] \x1b[32m\x1b[1mLinking CXX executable test_context__rmw_fastrtps_cpp\x1b[0m\n'}
[35.205354] (-) TimerEvent: {}
[35.305929] (-) TimerEvent: {}
[35.382465] (rcl) StdoutLine: {'line': b'[ 85%] \x1b[32m\x1b[1mLinking CXX executable test_get_actual_qos__rmw_fastrtps_cpp\x1b[0m\n'}
[35.406075] (-) TimerEvent: {}
[35.470636] (rcl) StdoutLine: {'line': b'[ 86%] \x1b[32m\x1b[1mLinking CXX executable test_logging_rosout__rmw_fastrtps_cpp\x1b[0m\n'}
[35.506842] (-) TimerEvent: {}
[35.544223] (rcl) StdoutLine: {'line': b'[ 86%] \x1b[32m\x1b[1mLinking CXX executable test_info_by_topic__rmw_fastrtps_cpp\x1b[0m\n'}
[35.607074] (-) TimerEvent: {}
[35.707997] (-) TimerEvent: {}
[35.808461] (-) TimerEvent: {}
[35.908969] (-) TimerEvent: {}
[36.009641] (-) TimerEvent: {}
[36.110221] (-) TimerEvent: {}
[36.168582] (rcl) StdoutLine: {'line': b'[ 86%] Built target test_namespace__rmw_fastrtps_cpp\n'}
[36.195156] (rcl) StdoutLine: {'line': b'[ 86%] Built target test_context__rmw_fastrtps_cpp\n'}
[36.210341] (-) TimerEvent: {}
[36.215076] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_remap__rmw_fastrtps_cpp\x1b[0m\n'}
[36.236318] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_remap_integration__rmw_fastrtps_cpp\x1b[0m\n'}
[36.261339] (rcl) StdoutLine: {'line': b'[ 86%] Built target test_graph__rmw_cyclonedds_cpp\n'}
[36.269804] (rcl) StdoutLine: {'line': b'[ 87%] \x1b[32mBuilding CXX object test/CMakeFiles/test_remap__rmw_fastrtps_cpp.dir/rcl/test_remap.cpp.o\x1b[0m\n'}
[36.296547] (rcl) StdoutLine: {'line': b'[ 87%] \x1b[32mBuilding CXX object test/CMakeFiles/test_remap_integration__rmw_fastrtps_cpp.dir/rcl/test_remap_integration.cpp.o\x1b[0m\n'}
[36.304956] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_count_matched__rmw_cyclonedds_cpp\x1b[0m\n'}
[36.307810] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[36.310545] (-) TimerEvent: {}
[36.337520] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[36.376848] (rcl) StdoutLine: {'line': b'[ 88%] \x1b[32mBuilding CXX object test/CMakeFiles/test_count_matched__rmw_cyclonedds_cpp.dir/rcl/test_count_matched.cpp.o\x1b[0m\n'}
[36.410703] (-) TimerEvent: {}
[36.413106] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[36.510873] (-) TimerEvent: {}
[36.534755] (rcl) StdoutLine: {'line': b'[ 88%] Built target test_get_actual_qos__rmw_fastrtps_cpp\n'}
[36.550376] (rcl) StdoutLine: {'line': b'[ 89%] \x1b[32m\x1b[1mLinking CXX executable test_lexer__rmw_fastrtps_cpp\x1b[0m\n'}
[36.572294] (rcl) StdoutLine: {'line': b'[ 89%] Built target test_logging_rosout__rmw_fastrtps_cpp\n'}
[36.572643] (rcl) StdoutLine: {'line': b'[ 89%] Built target test_info_by_topic__rmw_fastrtps_cpp\n'}
[36.574088] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_guard_condition__rmw_fastrtps_cpp\x1b[0m\n'}
[36.611002] (-) TimerEvent: {}
[36.611997] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_wait__rmw_cyclonedds_cpp\x1b[0m\n'}
[36.612691] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_events__rmw_fastrtps_cpp\x1b[0m\n'}
[36.631070] (rcl) StdoutLine: {'line': b'[ 89%] \x1b[32mBuilding CXX object test/CMakeFiles/test_guard_condition__rmw_fastrtps_cpp.dir/rcl/test_guard_condition.cpp.o\x1b[0m\n'}
[36.659155] (rcl) StdoutLine: {'line': b'[ 89%] \x1b[32mBuilding CXX object test/CMakeFiles/test_events__rmw_fastrtps_cpp.dir/rcl/test_events.cpp.o\x1b[0m\n'}
[36.664785] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[36.687919] (rcl) StdoutLine: {'line': b'[ 89%] \x1b[32mBuilding CXX object test/CMakeFiles/test_wait__rmw_cyclonedds_cpp.dir/rcl/test_wait.cpp.o\x1b[0m\n'}
[36.699996] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[36.711125] (-) TimerEvent: {}
[36.720092] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[36.811251] (-) TimerEvent: {}
[36.911665] (-) TimerEvent: {}
[37.012125] (-) TimerEvent: {}
[37.112507] (-) TimerEvent: {}
[37.212933] (-) TimerEvent: {}
[37.313373] (-) TimerEvent: {}
[37.396730] (rcl) StdoutLine: {'line': b'[ 89%] Built target test_lexer__rmw_fastrtps_cpp\n'}
[37.413502] (-) TimerEvent: {}
[37.436758] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_logging_rosout__rmw_fastrtps_dynamic_cpp\x1b[0m\n'}
[37.491425] (rcl) StdoutLine: {'line': b'[ 89%] \x1b[32mBuilding CXX object test/CMakeFiles/test_logging_rosout__rmw_fastrtps_dynamic_cpp.dir/rcl/test_logging_rosout.cpp.o\x1b[0m\n'}
[37.513646] (-) TimerEvent: {}
[37.524085] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[37.612769] (rcl) StdoutLine: {'line': b'[ 89%] \x1b[32m\x1b[1mLinking CXX executable test_init__rmw_fastrtps_cpp\x1b[0m\n'}
[37.613752] (-) TimerEvent: {}
[37.714169] (-) TimerEvent: {}
[37.736643] (rcl) StdoutLine: {'line': b'[ 89%] \x1b[32m\x1b[1mLinking CXX executable test_arguments__rmw_cyclonedds_cpp\x1b[0m\n'}
[37.814297] (-) TimerEvent: {}
[37.914698] (-) TimerEvent: {}
[38.015192] (-) TimerEvent: {}
[38.115762] (-) TimerEvent: {}
[38.208174] (rcl) StdoutLine: {'line': b'[ 90%] \x1b[32m\x1b[1mLinking CXX executable test_remap_integration__rmw_fastrtps_cpp\x1b[0m\n'}
[38.215907] (-) TimerEvent: {}
[38.294386] (rcl) StdoutLine: {'line': b'[ 90%] \x1b[32m\x1b[1mLinking CXX executable test_count_matched__rmw_cyclonedds_cpp\x1b[0m\n'}
[38.316061] (-) TimerEvent: {}
[38.416536] (-) TimerEvent: {}
[38.517020] (-) TimerEvent: {}
[38.533974] (rcl) StdoutLine: {'line': b'[ 90%] Built target test_arguments__rmw_cyclonedds_cpp\n'}
[38.574201] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_timer__rmw_fastrtps_dynamic_cpp\x1b[0m\n'}
[38.600661] (rcl) StdoutLine: {'line': b'[ 90%] Built target test_init__rmw_fastrtps_cpp\n'}
[38.617258] (-) TimerEvent: {}
[38.639938] (rcl) StdoutLine: {'line': b'[ 91%] \x1b[32mBuilding CXX object test/CMakeFiles/test_timer__rmw_fastrtps_dynamic_cpp.dir/rcl/test_timer.cpp.o\x1b[0m\n'}
[38.644300] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_wait__rmw_fastrtps_cpp\x1b[0m\n'}
[38.672531] (rcl) StdoutLine: {'line': b'[ 92%] \x1b[32m\x1b[1mLinking CXX executable test_arguments__rmw_fastrtps_cpp\x1b[0m\n'}
[38.674641] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[38.703535] (rcl) StdoutLine: {'line': b'[ 92%] \x1b[32mBuilding CXX object test/CMakeFiles/test_wait__rmw_fastrtps_cpp.dir/rcl/test_wait.cpp.o\x1b[0m\n'}
[38.717430] (-) TimerEvent: {}
[38.739297] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[38.755425] (rcl) StdoutLine: {'line': b'[ 92%] \x1b[32m\x1b[1mLinking CXX executable test_remap__rmw_fastrtps_cpp\x1b[0m\n'}
[38.817610] (-) TimerEvent: {}
[38.918177] (-) TimerEvent: {}
[38.942544] (rcl) StdoutLine: {'line': b'[ 92%] Built target test_remap_integration__rmw_fastrtps_cpp\n'}
[38.990326] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_timer__rmw_cyclonedds_cpp\x1b[0m\n'}
[39.018370] (-) TimerEvent: {}
[39.047749] (rcl) StdoutLine: {'line': b'[ 92%] \x1b[32mBuilding CXX object test/CMakeFiles/test_timer__rmw_cyclonedds_cpp.dir/rcl/test_timer.cpp.o\x1b[0m\n'}
[39.068247] (rcl) StdoutLine: {'line': b'[ 92%] \x1b[32m\x1b[1mLinking CXX executable test_node__rmw_fastrtps_cpp\x1b[0m\n'}
[39.084595] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[39.118514] (-) TimerEvent: {}
[39.183682] (rcl) StdoutLine: {'line': b'[ 92%] Built target test_count_matched__rmw_cyclonedds_cpp\n'}
[39.218675] (-) TimerEvent: {}
[39.225212] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_client__rmw_fastrtps_dynamic_cpp\x1b[0m\n'}
[39.284160] (rcl) StdoutLine: {'line': b'[ 93%] \x1b[32mBuilding CXX object test/CMakeFiles/test_client__rmw_fastrtps_dynamic_cpp.dir/rcl/test_client.cpp.o\x1b[0m\n'}
[39.318410] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[39.318783] (-) TimerEvent: {}
[39.419207] (-) TimerEvent: {}
[39.519647] (-) TimerEvent: {}
[39.536656] (rcl) StdoutLine: {'line': b'[ 93%] Built target test_remap__rmw_fastrtps_cpp\n'}
[39.537279] (rcl) StdoutLine: {'line': b'[ 93%] Built target test_arguments__rmw_fastrtps_cpp\n'}
[39.539356] (rcl) StdoutLine: {'line': b'[ 93%] \x1b[32m\x1b[1mLinking CXX executable test_events__rmw_fastrtps_cpp\x1b[0m\n'}
[39.577128] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_context__rmw_fastrtps_dynamic_cpp\x1b[0m\n'}
[39.584916] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_service__rmw_fastrtps_cpp\x1b[0m\n'}
[39.619781] (-) TimerEvent: {}
[39.632797] (rcl) StdoutLine: {'line': b'[ 95%] \x1b[32mBuilding CXX object test/CMakeFiles/test_service__rmw_fastrtps_cpp.dir/rcl/test_service.cpp.o\x1b[0m\n'}
[39.635094] (rcl) StdoutLine: {'line': b'[ 95%] \x1b[32mBuilding CXX object test/CMakeFiles/test_context__rmw_fastrtps_dynamic_cpp.dir/rcl/test_context.cpp.o\x1b[0m\n'}
[39.669001] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[39.669769] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[39.719910] (-) TimerEvent: {}
[39.740647] (rcl) StdoutLine: {'line': b'[ 96%] \x1b[32m\x1b[1mLinking CXX executable test_guard_condition__rmw_fastrtps_cpp\x1b[0m\n'}
[39.816666] (rcl) StdoutLine: {'line': b'[ 97%] \x1b[32m\x1b[1mLinking CXX executable test_logging_rosout__rmw_fastrtps_dynamic_cpp\x1b[0m\n'}
[39.820031] (-) TimerEvent: {}
[39.920431] (-) TimerEvent: {}
[40.020844] (-) TimerEvent: {}
[40.121258] (-) TimerEvent: {}
[40.221735] (-) TimerEvent: {}
[40.287155] (rcl) StdoutLine: {'line': b'[ 97%] Built target test_node__rmw_fastrtps_cpp\n'}
[40.321901] (-) TimerEvent: {}
[40.329524] (rcl) StdoutLine: {'line': b'[ 97%] \x1b[32mBuilding CXX object test/CMakeFiles/test_service__rmw_fastrtps_cpp.dir/rcl/wait_for_entity_helpers.cpp.o\x1b[0m\n'}
[40.363087] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[40.422043] (-) TimerEvent: {}
[40.500273] (rcl) StdoutLine: {'line': b'[ 98%] \x1b[32m\x1b[1mLinking CXX executable test_wait__rmw_cyclonedds_cpp\x1b[0m\n'}
[40.522189] (-) TimerEvent: {}
[40.544842] (rcl) StdoutLine: {'line': b'[ 98%] Built target test_events__rmw_fastrtps_cpp\n'}
[40.622375] (-) TimerEvent: {}
[40.637700] (rcl) StdoutLine: {'line': b'[ 98%] Built target test_guard_condition__rmw_fastrtps_cpp\n'}
[40.681419] (rcl) StdoutLine: {'line': b'[ 98%] \x1b[32m\x1b[1mLinking CXX executable test_node__rmw_fastrtps_dynamic_cpp\x1b[0m\n'}
[40.722507] (-) TimerEvent: {}
[40.774346] (rcl) StdoutLine: {'line': b'[ 98%] Built target test_logging_rosout__rmw_fastrtps_dynamic_cpp\n'}
[40.822620] (-) TimerEvent: {}
[40.923055] (-) TimerEvent: {}
[41.023628] (-) TimerEvent: {}
[41.124085] (-) TimerEvent: {}
[41.126661] (rcl) StdoutLine: {'line': b'[ 98%] Built target test_wait__rmw_cyclonedds_cpp\n'}
[41.219333] (rcl) StdoutLine: {'line': b'[ 98%] \x1b[32m\x1b[1mLinking CXX executable test_client__rmw_fastrtps_dynamic_cpp\x1b[0m\n'}
[41.224204] (-) TimerEvent: {}
[41.324575] (-) TimerEvent: {}
[41.344643] (rcl) StdoutLine: {'line': b'[ 98%] \x1b[32m\x1b[1mLinking CXX executable test_timer__rmw_fastrtps_dynamic_cpp\x1b[0m\n'}
[41.419768] (rcl) StdoutLine: {'line': b'[ 98%] Built target test_node__rmw_fastrtps_dynamic_cpp\n'}
[41.424713] (-) TimerEvent: {}
[41.525128] (-) TimerEvent: {}
[41.625504] (-) TimerEvent: {}
[41.725949] (-) TimerEvent: {}
[41.754390] (rcl) StdoutLine: {'line': b'[ 98%] \x1b[32m\x1b[1mLinking CXX executable test_timer__rmw_cyclonedds_cpp\x1b[0m\n'}
[41.794877] (rcl) StdoutLine: {'line': b'[ 98%] Built target test_client__rmw_fastrtps_dynamic_cpp\n'}
[41.826059] (-) TimerEvent: {}
[41.905725] (rcl) StdoutLine: {'line': b'[ 98%] Built target test_timer__rmw_fastrtps_dynamic_cpp\n'}
[41.926181] (-) TimerEvent: {}
[41.977795] (rcl) StdoutLine: {'line': b'[ 98%] \x1b[32m\x1b[1mLinking CXX executable test_context__rmw_fastrtps_dynamic_cpp\x1b[0m\n'}
[42.026293] (-) TimerEvent: {}
[42.050473] (rcl) StdoutLine: {'line': b'[ 99%] \x1b[32m\x1b[1mLinking CXX executable test_wait__rmw_fastrtps_cpp\x1b[0m\n'}
[42.126425] (-) TimerEvent: {}
[42.226818] (-) TimerEvent: {}
[42.241375] (rcl) StdoutLine: {'line': b'[ 99%] Built target test_timer__rmw_cyclonedds_cpp\n'}
[42.326946] (-) TimerEvent: {}
[42.389191] (rcl) StdoutLine: {'line': b'[100%] \x1b[32m\x1b[1mLinking CXX executable test_service__rmw_fastrtps_cpp\x1b[0m\n'}
[42.427063] (-) TimerEvent: {}
[42.449872] (rcl) StdoutLine: {'line': b'[100%] Built target test_context__rmw_fastrtps_dynamic_cpp\n'}
[42.527190] (-) TimerEvent: {}
[42.542335] (rcl) StdoutLine: {'line': b'[100%] Built target test_wait__rmw_fastrtps_cpp\n'}
[42.627318] (-) TimerEvent: {}
[42.727616] (-) TimerEvent: {}
[42.827906] (-) TimerEvent: {}
[42.837970] (rcl) StdoutLine: {'line': b'[100%] Built target test_service__rmw_fastrtps_cpp\n'}
[42.852853] (rcl) CommandEnded: {'returncode': 0}
[42.928055] (-) TimerEvent: {}
[43.023544] (rcl) JobProgress: {'identifier': 'rcl', 'progress': 'install'}
[43.028313] (-) TimerEvent: {}
